event,timestamp_ms,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps
imu_data,8039,-1.22,-8.18,10.08,38.69,-11.19,17.56
imu_data,8089,1.58,-3.82,8.58,24.31,20.50,235.75
imu_data,8139,3.96,8.71,9.61,-27.69,-13.44,188.94
imu_data,8189,4.17,5.64,10.34,-3.00,26.00,-44.75
imu_data,8239,2.18,1.93,9.93,-12.81,12.12,-102.62
imu_data,8289,-0.19,-1.70,9.67,-21.06,38.12,-158.19
imu_data,8340,-1.07,-4.48,8.59,-65.62,71.62,-113.06
imu_data,8389,-1.34,-4.19,7.96,-53.75,40.38,-49.56
imu_data,8439,-1.11,-4.76,9.25,48.06,-37.88,29.81
imu_data,8489,0.56,-2.94,10.28,26.56,-27.19,210.38
imu_data,8539,3.22,5.52,11.03,-19.88,38.69,163.88
imu_data,8589,4.02,2.37,9.00,-62.44,61.75,54.56
imu_data,8639,2.29,0.58,7.86,17.88,-32.62,-35.25
imu_data,8689,-0.85,-0.99,9.43,-14.25,-46.50,-43.44
imu_data,8739,-4.76,-0.90,9.85,-20.75,-30.25,-54.06
imu_data,8789,-6.05,-1.10,10.29,31.88,-35.00,-51.38
imu_data,8839,-3.65,-1.18,9.92,31.12,-0.81,-20.69
imu_data,8890,1.09,-0.71,8.51,-5.44,12.62,-20.06
imu_data,8941,4.18,0.90,9.14,16.00,-6.31,-34.81
imu_data,8991,6.08,0.84,9.32,-89.56,3.75,-81.25
imu_data,9042,3.78,-1.96,9.71,-4.56,1.62,-76.31
imu_data,9093,0.18,-5.37,9.82,15.94,5.44,-44.88
imu_data,9143,-1.91,-6.99,9.10,30.81,29.31,67.31
imu_data,9193,-0.51,-2.11,7.73,-4.06,10.62,152.38
imu_data,9239,-0.58,3.49,9.72,-36.94,-16.06,129.88
imu_data,9289,-1.68,2.15,11.91,-27.12,-7.25,31.25
imu_data,9339,-1.13,2.24,12.66,21.75,24.94,24.38
imu_data,9389,1.36,1.49,10.11,-65.06,89.44,-31.94
imu_data,9440,2.40,-1.66,6.34,-194.00,60.06,-94.25
imu_data,9490,3.68,-3.76,7.23,-337.38,-27.38,-156.62
imu_data,9541,3.32,-10.40,3.19,-471.62,63.12,-169.06
imu_data,9592,-3.91,-14.16,5.75,-175.06,-61.25,-31.06
imu_data,9643,-0.73,-9.04,1.07,33.19,-6.50,-31.44
imu_data,9693,-2.03,-9.33,7.93,120.00,-45.12,16.38
imu_data,9743,1.22,-7.21,6.17,301.06,18.50,41.06
imu_data,9790,1.55,-3.70,8.10,417.06,-76.44,18.12
imu_data,9839,1.73,-3.39,7.77,456.19,-140.62,6.25
imu_data,9889,2.42,2.62,9.94,316.12,-144.88,89.25
imu_data,9939,3.86,1.46,6.87,92.19,-40.50,-16.25
imu_data,9989,3.31,2.94,9.48,-85.44,-50.69,4.25
imu_data,10040,4.26,2.61,7.13,-262.25,19.56,-53.88
imu_data,10091,3.40,-3.87,11.52,-174.25,-117.75,36.19
imu_data,10142,4.96,-1.33,7.44,-130.81,-101.88,-28.25
imu_data,10192,5.52,-2.78,10.84,55.00,-185.69,12.00
imu_data,10243,5.15,-2.04,3.16,-51.69,-34.31,-5.00
imu_data,10293,5.31,-2.48,4.50,-94.50,-1.25,28.31
imu_data,10341,6.39,-3.67,5.00,-206.12,113.94,90.00
imu_data,10389,4.61,-4.30,5.02,-288.44,149.94,154.00
imu_data,10439,3.39,-6.53,5.93,-174.19,202.69,140.88
imu_data,10489,0.86,-10.01,4.17,10.12,168.88,79.69
imu_data,10539,-0.34,-10.75,6.73,134.50,203.81,89.00
imu_data,10590,-2.53,-7.00,4.62,-4.19,239.25,117.94
imu_data,10639,-3.24,-5.93,4.81,270.62,137.94,67.56
imu_data,10689,-4.29,-3.84,6.41,259.62,-7.38,-3.50
imu_data,10739,-3.92,-2.76,8.79,348.25,-201.44,4.38
imu_data,10789,-0.83,-1.05,13.69,319.19,-268.75,68.38
imu_data,10839,2.00,2.84,12.60,118.56,-151.94,130.94
imu_data,10889,3.86,5.38,11.25,59.94,-123.50,129.06
imu_data,10939,3.59,4.18,12.70,-70.94,-54.94,61.56
imu_data,10989,2.50,-0.90,6.70,-185.19,84.56,28.00
imu_data,11039,2.94,0.79,5.19,-360.44,126.19,43.62
imu_data,11089,2.01,-2.24,0.74,-508.88,182.00,1.88
imu_data,11140,1.91,-3.66,3.03,-308.06,39.31,-33.81
imu_data,11189,-1.39,-5.96,3.65,-196.81,77.94,-68.06
imu_data,11239,0.41,-8.34,2.30,-53.44,77.94,-82.94
imu_data,11289,0.11,-11.98,4.63,200.19,66.94,-131.88
imu_data,11339,-0.66,-11.02,7.90,403.12,2.94,-118.06
imu_data,11389,1.09,-6.54,9.11,363.06,61.12,33.69
imu_data,11439,0.59,-1.00,8.52,215.62,78.56,146.31
imu_data,11489,1.79,1.05,9.50,207.81,38.12,145.31
imu_data,11539,0.15,5.11,12.07,21.81,29.81,111.62
imu_data,11589,-1.06,1.52,12.93,10.06,105.19,28.44
imu_data,11639,-1.47,2.01,10.83,-38.06,142.12,1.56
imu_data,11690,-1.83,-1.42,10.11,-56.50,153.81,-40.31
imu_data,11741,-1.96,1.43,5.65,-159.00,120.50,-67.88
imu_data,11791,-0.11,-1.18,8.00,-209.25,5.06,-219.00
imu_data,11842,-1.38,-8.40,4.18,-410.69,-18.75,-223.44
imu_data,11893,-1.31,-14.64,6.74,-318.75,-125.69,-184.38
imu_data,11943,0.73,-7.34,1.57,-30.00,-171.31,-95.56
imu_data,11993,-2.42,-7.06,10.52,243.56,-227.69,-90.50
imu_data,12039,3.62,-7.59,6.23,313.38,-141.06,-61.88
imu_data,12089,3.92,-2.90,10.68,153.12,-181.06,12.62
imu_data,12139,2.93,-5.68,5.72,310.75,-145.94,21.75
imu_data,12189,3.12,0.37,10.59,153.50,-54.62,116.50
imu_data,12239,6.76,-2.12,3.03,76.00,132.06,92.75
imu_data,12290,4.88,0.09,7.73,53.25,112.69,57.56
imu_data,12341,4.91,-0.25,10.27,-37.50,250.75,-23.06
imu_data,12391,-0.08,-3.94,8.19,-56.56,280.12,17.25
imu_data,12442,-1.94,0.48,10.33,-74.50,251.31,-28.12
imu_data,12493,-2.64,-4.37,7.57,-147.81,258.62,-109.31
imu_data,12543,-4.14,-3.98,8.56,-110.12,138.12,-109.50
imu_data,12593,-2.07,-7.37,5.11,-207.31,39.81,-210.06
imu_data,12639,-2.46,-10.95,6.19,-92.44,-56.81,-182.00
imu_data,12689,-0.11,-8.50,2.97,-40.44,-138.00,-143.31
imu_data,12739,0.25,-8.11,8.25,189.38,-234.12,-83.88
imu_data,12789,1.43,-7.22,7.32,185.00,-197.06,-89.25
imu_data,12840,3.40,-4.63,8.89,339.94,-267.75,5.62
imu_data,12890,3.42,-2.87,4.93,188.00,-166.69,40.44
imu_data,12941,4.64,-1.08,9.97,141.56,-159.00,126.81
imu_data,12992,5.34,-2.70,8.81,120.12,61.94,90.00
imu_data,13042,3.84,-2.62,4.78,-39.12,136.56,131.25
imu_data,13093,4.96,-0.56,11.05,57.88,168.44,60.25
imu_data,13143,2.11,-5.06,9.82,-7.19,269.12,19.94
imu_data,13193,1.23,-3.03,11.25,6.06,351.88,-12.19
imu_data,13239,-1.69,-2.86,5.65,-136.25,404.00,-44.62
imu_data,13289,-3.80,-3.49,3.77,-188.38,270.69,-116.19
imu_data,13339,-2.91,-10.06,3.18,-124.81,125.62,-251.69
imu_data,13389,-2.82,-12.78,6.04,33.12,-80.12,-215.25
imu_data,13440,-3.69,-8.47,4.07,86.50,-121.75,-48.31
imu_data,13489,-2.52,-5.88,6.73,169.69,-177.31,-49.88
imu_data,13539,-2.38,-4.56,8.48,260.19,-96.12,63.75
imu_data,13589,-0.22,-3.53,5.51,128.12,-91.62,119.88
imu_data,13639,-0.44,-2.54,8.68,193.25,-162.19,78.25
imu_data,13689,0.92,-1.74,10.26,105.62,-99.25,51.69
imu_data,13739,1.05,-4.54,11.42,34.88,-25.06,17.81
imu_data,13789,1.54,-2.37,9.90,12.56,-4.94,27.88
imu_data,13839,1.99,-1.91,9.06,31.38,-11.56,12.19
imu_data,13889,2.22,-0.54,8.42,32.12,-0.69,35.06
imu_data,13939,2.11,-2.33,9.24,16.44,13.81,14.81
imu_data,13989,2.72,-1.66,9.59,22.31,34.50,15.00
imu_data,14040,2.31,-0.21,8.95,30.62,31.69,29.56
imu_data,14089,1.35,-1.26,9.51,81.62,29.00,53.88
imu_data,14139,-0.95,-1.97,10.28,-43.25,46.94,-84.56
imu_data,14189,0.15,-3.03,9.16,-60.06,43.50,-56.69
imu_data,14239,-0.18,-2.47,10.63,45.31,53.62,-5.38
imu_data,14289,0.48,-2.35,9.23,3.38,-0.25,18.56
imu_data,14339,-0.22,-0.58,9.12,-0.19,-0.19,28.69
imu_data,14389,-0.23,-0.61,9.53,-0.19,-0.31,31.44
imu_data,14439,-0.21,-0.68,9.67,0.12,0.06,23.94
imu_data,14489,-0.21,-0.77,9.54,-0.25,0.12,12.62
imu_data,14539,-0.23,-0.61,9.35,-0.31,0.25,0.44
imu_data,14590,-0.25,-0.61,9.65,-0.12,0.19,0.12
imu_data,14640,-0.23,-0.63,9.54,0.06,0.25,-0.06
imu_data,14691,-0.20,-0.61,9.37,0.44,0.12,0.00
imu_data,14742,-0.22,-0.60,9.55,0.19,0.12,0.25
imu_data,14793,-0.26,-0.65,9.57,0.12,0.00,0.12
imu_data,14843,-0.23,-0.63,9.35,0.00,-0.06,-0.19
imu_data,14893,-0.15,-0.58,9.39,-0.25,-0.06,0.19
imu_data,14939,-0.29,-0.65,9.59,0.12,0.12,-0.12
imu_data,14989,-0.23,-0.61,9.49,-0.06,0.12,-0.06
imu_data,15039,-0.21,-0.62,9.46,-0.12,0.00,-0.06
imu_data,15089,-0.22,-0.65,9.49,-0.06,0.00,0.00
imu_data,15139,-0.20,-0.59,9.51,-0.06,-0.19,-0.06
imu_data,15190,-0.28,-0.66,9.52,0.31,0.06,0.00
imu_data,15241,-0.20,-0.67,9.47,0.12,-0.12,0.00
imu_data,15291,-0.15,-0.57,9.48,-0.12,0.06,0.00
imu_data,15342,-0.27,-0.60,9.48,0.06,0.00,0.12
imu_data,15393,-0.26,-0.69,9.51,0.00,-0.12,-0.06
imu_data,15443,-0.20,-0.62,9.49,0.19,-0.12,0.12
imu_data,15490,-0.23,-0.58,9.49,-0.06,-0.12,0.12
imu_data,15539,-0.25,-0.63,9.48,0.12,-0.19,0.00
imu_data,15589,-0.19,-0.63,9.49,0.12,0.12,0.00
imu_data,15639,-0.22,-0.64,9.50,-0.19,0.00,0.06
imu_data,15689,-0.24,-0.64,9.49,0.25,0.12,0.12
imu_data,15739,-0.22,-0.63,9.48,0.00,0.25,-0.06
imu_data,15790,-0.24,-0.62,9.49,-0.06,0.06,-0.12
imu_data,15841,-0.21,-0.63,9.50,-0.06,0.06,-0.06
imu_data,15892,-0.23,-0.61,9.50,0.06,0.00,-0.06
imu_data,15942,-0.25,-0.61,9.49,-0.06,0.00,-0.06
imu_data,15993,-0.22,-0.60,9.52,0.00,-0.06,-0.12
imu_data,16043,-0.23,-0.63,9.50,0.00,-0.06,0.06
imu_data,16090,-0.23,-0.60,9.47,-0.12,-0.06,0.06
