event,timestamp_ms,accel_x_ms2,accel_y_ms2,accel_z_ms2,gyro_x_dps,gyro_y_dps,gyro_z_dps
imu_data,24389,6.57,8.44,37.85,81.62,-82.50,32.00
imu_data,24439,5.35,0.98,23.74,98.31,198.62,-113.75
imu_data,24490,1.24,-7.69,4.52,119.62,259.56,-107.25
imu_data,24540,-2.35,-8.50,-11.88,36.25,125.12,-15.38
imu_data,24589,-1.28,-5.16,-13.25,-76.50,-98.75,54.12
imu_data,24639,2.27,-7.54,1.27,-204.56,-208.12,48.06
imu_data,24689,6.84,-0.89,23.85,-66.06,-264.69,71.06
imu_data,24739,7.19,7.54,38.37,33.25,-25.56,1.75
imu_data,24789,4.47,-1.52,20.82,130.75,179.44,-101.06
imu_data,24839,-0.67,-7.61,-0.61,131.19,190.44,-80.94
imu_data,24889,-3.26,-6.92,-15.83,5.38,74.88,-8.88
imu_data,24939,-0.39,-5.31,-8.82,-108.56,-139.31,51.12
imu_data,24989,3.96,-5.58,8.84,-198.75,-171.50,59.50
imu_data,25039,5.48,-0.60,29.20,-86.69,-179.12,52.94
imu_data,25090,7.39,5.61,34.56,31.50,-15.06,21.62
imu_data,25139,5.36,-1.97,18.94,111.12,173.69,-86.44
imu_data,25189,0.95,-6.33,5.41,187.25,145.38,-88.19
imu_data,25239,-2.71,-7.77,-7.35,71.75,139.56,-43.06
imu_data,25289,-1.62,-6.15,-14.25,-61.06,-22.94,33.81
imu_data,25339,2.34,-6.79,-0.14,-211.06,-151.69,51.44
imu_data,25389,5.85,-3.39,22.08,-126.31,-218.31,66.81
imu_data,25439,8.05,7.19,38.88,22.62,-54.44,34.00
imu_data,25489,6.31,-0.56,23.48,117.75,189.62,-90.19
imu_data,25539,1.47,-7.84,2.00,163.00,199.38,-95.31
imu_data,25590,-2.83,-7.53,-12.38,35.56,128.50,-40.06
imu_data,25640,-2.77,-6.31,-15.88,-23.88,-96.44,59.12
imu_data,25691,1.69,-7.54,-1.48,-205.94,-171.44,61.19
imu_data,25742,6.63,-3.35,20.38,-102.75,-249.62,73.69
imu_data,25793,8.70,8.86,39.22,64.62,-115.75,48.75
imu_data,25843,6.74,-0.62,23.01,96.19,195.06,-104.62
imu_data,25893,2.41,-6.83,7.02,203.69,185.31,-117.31
imu_data,25942,-2.58,-9.30,-9.79,90.06,181.06,-66.50
imu_data,25989,-2.94,-6.58,-15.66,-46.31,-13.31,41.06
imu_data,26039,2.35,-7.48,-1.63,-190.56,-180.00,62.19
imu_data,26089,6.79,-3.08,20.63,-165.31,-230.12,84.94
imu_data,26139,7.82,8.20,39.18,25.25,-105.00,40.25
imu_data,26190,6.61,1.68,28.74,90.94,202.69,-93.19
imu_data,26241,3.91,-5.88,10.68,185.62,221.00,-107.88
imu_data,26292,-1.91,-8.63,-12.32,63.06,197.69,-57.56
imu_data,26342,-3.38,-6.92,-18.96,-3.62,-15.06,25.81
imu_data,26393,2.56,-7.69,-1.89,-188.62,-204.00,51.12
imu_data,26443,7.14,-2.69,21.93,-172.56,-250.31,72.56
imu_data,26491,9.34,7.50,39.22,33.25,-162.56,38.50
imu_data,26539,5.48,-1.66,22.65,68.50,201.00,-99.06
imu_data,26589,2.27,-7.03,4.78,171.31,229.25,-110.00
imu_data,26639,-2.20,-8.21,-13.44,33.38,177.31,-36.25
imu_data,26689,-1.01,-6.34,-14.76,-86.94,-148.75,57.25
imu_data,26740,4.07,-7.02,7.99,-195.44,-230.19,74.94
imu_data,26791,6.79,-0.76,25.96,-40.56,-241.94,77.50
imu_data,26842,7.14,7.81,38.08,10.31,77.00,-36.25
imu_data,26892,4.66,-2.18,19.94,76.25,256.44,-109.69
imu_data,26943,1.89,-7.52,1.86,113.56,306.88,-104.06
imu_data,26993,-1.18,-7.40,-19.91,5.12,175.19,-0.19
imu_data,27043,3.03,-5.48,-11.48,-145.62,-298.81,56.44
imu_data,27089,5.85,-3.93,20.31,-121.12,-338.00,55.12
imu_data,27139,4.38,0.45,29.47,-36.69,-160.75,38.69
imu_data,27189,3.14,-1.24,15.77,-119.00,189.44,-11.38
imu_data,27239,0.13,-2.98,11.50,109.50,27.06,-33.88
imu_data,27290,-0.31,-3.39,9.54,79.75,52.56,-5.25
imu_data,27339,-0.57,-2.53,6.38,17.75,66.50,9.56
imu_data,27389,-0.92,-2.04,7.00,103.31,-13.25,23.31
imu_data,27439,-0.78,-0.87,9.32,43.56,-27.38,47.50
imu_data,27489,-1.48,-1.61,10.69,-86.69,-12.25,5.00
imu_data,27539,0.08,-1.79,10.95,0.19,3.19,19.25
imu_data,27589,0.38,-1.90,9.88,10.94,24.56,8.94
imu_data,27639,0.09,-1.24,9.35,2.75,23.88,11.94
imu_data,27689,-0.72,-1.39,9.00,18.94,15.19,-7.94
imu_data,27739,-0.41,0.29,11.13,123.50,14.94,2.88
imu_data,27789,0.83,0.19,8.59,-29.19,-10.44,4.06
imu_data,27840,-0.22,-2.10,9.64,-18.38,-9.69,-22.19
imu_data,27889,-0.41,-0.50,10.84,-36.00,-40.25,-21.62
imu_data,27939,-0.09,-1.49,9.14,16.00,0.19,-15.12
imu_data,27989,-0.17,-0.79,9.54,2.69,-0.69,18.81
imu_data,28039,-0.16,-0.57,9.49,-0.06,0.25,23.56
imu_data,28089,-0.17,-0.69,9.50,-0.12,0.00,29.25
imu_data,28139,-0.13,-0.72,9.54,-0.06,0.06,12.12
imu_data,28189,-0.17,-0.69,9.49,0.19,-0.06,0.00
imu_data,28239,-0.13,-0.70,9.52,0.19,-0.12,0.06
imu_data,28289,-0.10,-0.72,9.50,0.06,-0.06,-0.06
imu_data,28339,-0.16,-0.68,9.52,0.06,-0.06,0.12
imu_data,28390,-0.17,-0.67,9.50,0.19,0.06,0.00
imu_data,28441,-0.16,-0.72,9.45,0.12,0.06,-0.06
imu_data,28492,-0.10,-0.66,9.53,0.19,0.00,0.12
imu_data,28542,-0.18,-0.75,9.48,-0.31,0.06,0.06
imu_data,28593,-0.12,-0.65,9.49,0.12,0.12,0.12
imu_data,28643,-0.14,-0.74,9.50,-0.06,0.06,-0.06
imu_data,28689,-0.15,-0.70,9.51,-0.19,0.25,0.00
imu_data,28739,-0.15,-0.68,9.47,0.06,0.00,0.12
imu_data,28789,-0.12,-0.72,9.54,-0.38,-0.06,4.06
imu_data,28839,-0.11,-0.72,9.51,0.12,0.06,6.81
imu_data,28889,-0.17,-0.65,9.50,0.00,-0.19,4.00
imu_data,28940,-0.13,-0.73,9.52,0.00,0.06,6.81
imu_data,28991,-0.11,-0.76,9.47,-0.38,0.12,11.50
imu_data,29042,-0.17,-0.64,9.46,-0.12,0.12,10.06
imu_data,29092,-0.17,-0.71,9.49,0.12,0.06,7.56
imu_data,29143,-0.14,-0.71,9.50,0.12,0.00,-0.12
imu_data,29193,-0.12,-0.69,9.46,-0.25,0.31,0.00
imu_data,29240,-0.14,-0.71,9.49,0.31,0.25,0.00
imu_data,29289,-0.13,-0.70,9.47,0.06,-0.19,0.00
imu_data,29339,-0.17,-0.65,9.48,0.06,0.00,0.12
imu_data,29389,-0.13,-0.70,9.51,0.06,0.00,0.06
imu_data,29439,-0.12,-0.71,9.47,0.00,0.25,-0.12
imu_data,29490,-0.15,-0.67,9.48,-0.06,0.00,0.00
imu_data,29541,-0.15,-0.70,9.52,0.00,-0.06,-0.12
imu_data,29591,-0.10,-0.69,9.50,0.12,-0.12,0.06
imu_data,29642,-0.12,-0.67,9.51,0.00,0.12,0.06
imu_data,29693,-0.17,-0.70,9.50,-0.12,-0.06,0.06
imu_data,29743,-0.12,-0.69,9.51,0.12,0.12,0.06
imu_data,29791,-0.15,-0.68,9.49,-0.12,-0.12,-0.06
imu_data,29839,-0.15,-0.67,9.52,-0.06,0.06,0.06
imu_data,29889,-0.16,-0.69,9.53,-0.06,0.00,0.12
imu_data,29939,-0.14,-0.71,9.51,-0.19,-0.25,0.12
imu_data,29989,-0.13,-0.67,9.54,-0.12,-0.06,0.12
imu_data,30040,-0.14,-0.70,9.48,0.00,-0.06,0.06
imu_data,30091,-0.18,-0.72,9.52,0.06,0.06,-0.12
imu_data,30141,-0.12,-0.69,9.52,0.06,0.06,-0.06
imu_data,30192,-0.14,-0.69,9.50,0.00,-0.19,0.00
imu_data,30243,-0.18,-0.70,9.52,0.00,0.00,0.00
imu_data,30293,-0.16,-0.68,9.50,0.00,-0.12,0.12
imu_data,30343,-0.12,-0.70,9.53,0.00,0.00,0.00
imu_data,30389,-0.14,-0.70,9.54,-0.12,-0.06,0.06
imu_data,30439,-0.16,-0.66,9.49,0.19,0.00,0.06
imu_data,30489,-0.14,-0.70,9.51,0.25,0.12,-0.12
imu_data,30539,-0.14,-0.69,9.53,0.00,0.06,-0.06
imu_data,30590,-0.16,-0.67,9.50,-0.06,0.00,0.06
imu_data,30641,-0.12,-0.69,9.51,0.00,0.00,0.06
imu_data,30691,-0.15,-0.69,9.53,-0.06,0.12,0.00
imu_data,30739,-0.14,-0.67,9.51,0.06,-0.19,0.06
imu_data,30789,-0.16,-0.70,9.53,0.00,-0.19,-0.12
imu_data,30839,-0.15,-0.70,9.52,0.12,-0.25,-0.06
imu_data,30889,-0.16,-0.69,9.50,0.12,-0.06,0.06
imu_data,30939,-0.14,-0.69,9.51,-0.12,0.06,0.06
imu_data,30989,-0.17,-0.68,9.50,-0.06,-0.12,0.00
imu_data,31039,-0.15,-0.68,9.51,0.00,-0.06,-0.06
imu_data,31089,-0.11,-0.69,9.53,-0.06,0.00,0.00
